0.6742788 0.670131 0.8181094 0.90759516 0.18955512 0.00523967 0.6669448 0.42468035 0.35055077 0.5795455 output (0, 3) (0, 1) (0, 4) (2, 4)
0.334265 0.8314958 0.46475014 0.19722818 0.08033297 0.0139605 0.7112651 0.55975425 0.9733422 0.1417781 output (0, 3) (1, 2) (1, 3) (3, 4)
0.9524206 0.5472759 0.019673761 0.63807994 0.21399829 0.072262175 0.119032085 0.43479267 0.11737984 0.37430444 output (0, 3) (1, 3) (2, 4) (3, 4)
0.06543675 0.22914979 0.05957161 0.17681776 0.8980233 0.5951084 0.020122588 0.50562054 0.18808427 0.51438636 output (0, 1) (0, 3) (2, 4) (3, 4)
0.01593743 0.4456852 0.5820986 0.45278937 0.8323754 0.18396303 0.30808842 0.36412904 0.8354972 0.28020135 output (0, 3) (1, 3) (1, 4) (2, 4)
0.8752589 0.31706858 0.27549756 0.5610013 0.48003227 0.34364396 0.8855184 0.46308002 0.33762822 0.35999796 output (0, 3) (0, 2) (1, 4) (2, 4)
0.010853631 0.5323176 0.94270736 0.3452902 0.54419535 0.7633712 0.5080686 0.94535506 0.4101561 0.2811964 output (0, 4) (1, 4) (2, 3) (2, 4)
0.7235461 0.14300886 0.8057135 0.984401 0.39983806 0.55402625 0.7625005 0.526176 0.81933075 0.7373242 output (0, 3) (1, 4) (2, 3) (3, 4)
0.68796283 0.36354497 0.9435845 0.4926311 0.05304403 0.8220986 0.46876618 0.38952237 0.8057864 0.36316988 output (0, 4) (0, 3) (1, 4) (2, 3)
0.051623605 0.22412583 0.51447135 0.80921406 0.99750113 0.8563445 0.83953106 0.17714153 0.6570959 0.19919068 output (0, 4) (1, 2) (1, 4) (3, 4)
0.3816646 0.7800622 0.9509826 0.21919751 0.7555554 0.7648524 0.018527227 0.16185391 0.41123685 0.09520017 output (0, 2) (1, 4) (1, 2) (3, 4)
0.34002787 0.12655294 0.11662792 0.8944652 0.8519748 0.14316554 0.641758 0.50545144 0.90905935 0.14376892 output (0, 3) (1, 3) (2, 4) (2, 3)
0.7455842 0.8411461 0.014887095 0.9655359 0.9662286 0.81319195 0.38074964 0.35864854 0.3036264 0.7584955 output (0, 2) (0, 4) (1, 4) (3, 4)
0.7648401 0.31457528 0.1789855 0.97366875 0.37967363 0.47709906 0.8372127 0.75559574 0.30564177 0.15974076 output (0, 2) (0, 3) (1, 2) (2, 4)
0.6587101 0.07467829 0.44924402 0.72300804 0.06692259 0.37030387 0.11929804 0.8963276 0.019695014 0.25215763 output (0, 2) (1, 3) (1, 2) (2, 4)
0.02944377 0.22344474 0.16455533 0.84582514 0.49513504 0.6128342 0.20707974 0.06426014 0.8392359 0.6569754 output (0, 3) (0, 2) (1, 2) (2, 4)
0.6250098 0.3689019 0.3823176 0.8263854 0.6283638 0.71951365 0.48671827 0.8129477 0.79355997 0.8679308 output (0, 2) (1, 3) (2, 3) (2, 4)
0.37537482 0.33715886 0.12346096 0.29360595 0.4705961 0.67157286 0.2099525 0.7824108 0.6704965 0.7269206 output (0, 1) (0, 2) (2, 4) (2, 3)
0.16246648 0.8719553 0.8793926 0.3142779 0.22054468 0.82970244 0.6647124 0.44534597 0.84684753 0.18510106 output (0, 2) (1, 4) (1, 3) (2, 3)
0.41409156 0.31674954 0.11218333 0.873084 0.7772487 0.39422956 0.5002713 0.8157917 0.6413587 0.83324295 output (0, 2) (1, 3) (2, 4) (3, 4)
0.44065663 0.15126806 0.62396705 0.27591398 0.7444759 0.6004705 0.21563734 0.30052805 0.06387784 0.32640073 output (0, 1) (0, 3) (1, 2) (3, 4)
0.7235876 0.006930034 0.21470305 0.018461442 0.45887312 0.66579217 0.9825416 0.3429246 0.8749013 0.52742434 output (0, 3) (0, 1) (2, 4) (3, 4)
0.64828616 0.7267078 0.62346977 0.46233904 0.3285695 0.587259 0.7308715 0.79611206 0.9730645 0.19287227 output (0, 3) (0, 1) (1, 2) (1, 4)
0.8394777 0.4961638 0.36499426 0.85070646 0.3564077 0.34502596 0.11053262 0.80377537 0.6753006 0.36987618 output (0, 4) (1, 3) (1, 2) (2, 4)
0.83266103 0.90461105 0.5672178 0.29469636 0.6809336 0.8265162 0.89436924 0.112213366 0.011402777 0.016951494 output (0, 2) (1, 3) (1, 2) (1, 4)
0.71577865 0.5837699 0.16745228 0.69685584 0.9365736 0.31775305 0.77253366 0.6101364 0.02233382 0.11380381 output (0, 3) (0, 1) (1, 4) (2, 3)
0.091651656 0.38274258 0.9988912 0.6452849 0.11425131 0.48976246 0.29398212 0.7942338 0.7470843 0.75691175 output (0, 2) (1, 4) (2, 3) (3, 4)
0.50706035 0.52768326 0.638617 0.72599816 0.57941145 0.29554847 0.3231412 0.5691367 0.04096865 0.8603544 output (0, 3) (0, 1) (0, 2) (3, 4)
0.31112552 0.28156137 0.35981816 0.57669413 0.04854574 0.667774 0.3492473 0.030838564 0.75039995 0.96993536 output (0, 3) (0, 1) (1, 2) (1, 4)
0.09710869 0.9748008 0.36050245 0.2158465 0.86977065 0.10287973 0.20536388 0.4808447 0.39597338 0.19022268 output (0, 3) (1, 4) (1, 3) (2, 4)
0.56225276 0.82915574 0.8209519 0.8396125 0.39050043 0.36761042 0.8459791 0.38542593 0.8221647 0.20203927 output (0, 1) (1, 3) (2, 3) (3, 4)
0.1666362 0.92452806 0.11229785 0.53317547 0.20867205 0.21884932 0.1264765 0.38024518 0.28678504 0.97715694 output (0, 4) (0, 1) (1, 3) (2, 3)
0.6413174 0.16271609 0.11666093 0.1275239 0.4942484 0.72421676 0.35829166 0.7584071 0.8507261 0.37593472 output (0, 4) (0, 1) (2, 3) (2, 4)
0.08713476 0.069748275 0.22401725 0.08515009 0.2162275 0.6632211 0.49291667 0.31449947 0.008477737 0.043580852 output (0, 4) (0, 1) (1, 3) (2, 3)
0.22897276 0.8565376 0.7263862 0.902385 0.68224996 0.94875216 0.5891992 0.34573323 0.7091006 0.05972891 output (0, 2) (1, 2) (1, 3) (3, 4)
0.8870635 0.40521464 0.11423886 0.5432764 0.44223714 0.77758163 0.69344157 0.94151634 0.64961225 0.32221058 output (0, 4) (1, 2) (2, 3) (2, 4)
0.10988026 0.74906546 0.7574931 0.84430844 0.43842176 0.18109351 0.9368974 0.35588714 0.7936647 0.035951447 output (0, 1) (1, 3) (2, 4) (3, 4)
0.14201778 0.02690633 0.45768774 0.17493525 0.7268204 0.23732415 0.28255606 0.65304244 0.6211726 0.41068494 output (0, 1) (1, 2) (2, 4) (3, 4)
0.83322775 0.39475667 0.7297912 0.051899843 0.47902247 0.92210203 0.68418604 0.698438 0.86163545 0.5139091 output (0, 4) (0, 1) (2, 3) (3, 4)
0.5640944 0.90545624 0.27517608 0.2978815 0.6642802 0.279348 0.26434225 0.42949054 0.6848215 0.18170305 output (0, 3) (1, 3) (1, 2) (2, 4)
0.72872025 0.9265507 0.23411986 0.8663763 0.93054336 0.47929695 0.9213826 0.8303654 0.94724345 0.2261072 output (0, 3) (0, 1) (2, 4) (2, 3)
0.59943944 0.17828569 0.027658073 0.8877685 0.037778776 0.8803394 0.49468282 0.4455574 0.4444075 0.064434916 output (0, 4) (0, 3) (1, 2) (2, 3)
0.24715307 0.9623727 0.02748448 0.6614534 0.05561124 0.7843296 0.52853817 0.54455507 0.630627 0.35582203 output (0, 2) (0, 3) (1, 2) (3, 4)
0.08673571 0.6354252 0.7053215 0.40528348 0.6281565 0.7672361 0.36487085 0.40941885 0.9540523 0.6587977 output (0, 3) (1, 3) (1, 4) (2, 4)
0.14294113 0.50188494 0.036307342 0.49646387 0.25699645 0.5668083 0.39642456 0.6160741 0.3900128 0.8126597 output (0, 1) (0, 2) (2, 3) (3, 4)
0.26699868 0.5467335 0.1232694 0.016113149 0.922008 0.5023407 0.2838779 0.36965063 0.82434326 0.8795178 output (0, 3) (0, 4) (1, 3) (2, 4)
0.93721336 0.96085495 0.24837531 0.023121528 0.11763369 0.61416906 0.69353974 0.6076016 0.3612192 0.42451298 output (0, 3) (1, 4) (2, 4) (3, 4)
0.65572757 0.31603295 0.2623603 0.12447002 0.98236126 0.71650314 0.5678614 0.8391208 0.68572605 0.31408417 output (0, 4) (0, 1) (2, 3) (2, 4)
0.89807785 0.37209216 0.47939143 0.7067036 0.45118088 0.93676454 0.27819568 0.6325865 0.3525268 0.53630745 output (0, 1) (1, 4) (1, 2) (3, 4)
0.15337975 0.171363 0.89974844 0.7591327 0.29936805 0.0941836 0.5939618 0.55574566 0.10803287 0.1952953 output (0, 4) (0, 2) (1, 3) (2, 3)
0.095679834 0.12891856 0.9416462 0.12893568 0.97808045 0.9249431 0.8031346 0.29055092 0.73619074 0.10599636 output (0, 4) (1, 4) (2, 3) (3, 4)
0.15037656 0.47261298 0.08525872 0.35852665 0.33667815 0.51915884 0.84790635 0.62992275 0.43762633 0.9085808 output (0, 1) (0, 2) (2, 4) (3, 4)
0.12204707 0.6525433 0.6110156 0.7894495 0.4438208 0.6186471 0.90550506 0.25287038 0.9787033 0.0028164932 output (0, 2) (1, 2) (2, 3) (3, 4)
0.40599158 0.7358966 0.33143988 0.14154282 0.6385957 0.20970576 0.9123508 0.12212361 0.6076175 0.5144558 output (0, 4) (1, 2) (2, 3) (2, 4)
0.44638416 0.35340562 0.23119855 0.3738821 0.36465928 0.9735298 0.9329181 0.297711 0.85309374 0.771547 output (0, 1) (0, 3) (2, 4) (3, 4)
0.5319837 0.6900675 0.82305783 0.05041735 0.11563788 0.5522932 0.6800684 0.20901841 0.0008884409 0.49799109 output (0, 2) (0, 3) (1, 3) (2, 4)
0.91205984 0.4437273 0.09556219 0.36217156 0.21410237 0.88816655 0.18635872 0.6480609 0.97663844 0.4542743 output (0, 4) (0, 3) (1, 3) (2, 3)
0.7471201 0.6056919 0.29974794 0.825042 0.32022774 0.71152425 0.84811217 0.7624187 0.07492883 0.92213273 output (0, 3) (0, 2) (1, 2) (1, 4)
0.62938464 0.116107926 0.025362972 0.42444795 0.32901958 0.6418558 0.08395831 0.40711674 0.7308575 0.98136127 output (0, 2) (1, 3) (2, 3) (2, 4)
0.24621104 0.109948136 0.07387615 0.13914026 0.502477 0.68784565 0.28485388 0.13264439 0.37967837 0.83328736 output (0, 3) (0, 1) (2, 4) (2, 3)
0.91999286 0.8050438 0.4944147 0.05456571 0.26993155 0.5339284 0.03452313 0.7041155 0.09360947 0.34755334 output (0, 2) (1, 4) (2, 4) (2, 3)
0.086421296 0.87438524 0.96746624 0.6518192 0.5517113 0.77747875 0.78989744 0.18295914 0.42218754 0.32004297 output (0, 2) (1, 2) (2, 4) (3, 4)
0.4012551 0.50381804 0.3799487 0.8081538 0.16378385 0.25524294 0.83284307 0.46973234 0.6782015 0.89576286 output (0, 1) (0, 2) (0, 3) (1, 4)
0.18961842 0.91637814 0.8696417 0.72061795 0.93329096 0.57134134 0.60189414 0.5924555 0.2223292 0.9228165 output (0, 4) (1, 2) (1, 3) (3, 4)
0.9285712 0.018695405 0.489047 0.96966994 0.50870395 0.84136593 0.71201146 0.07572954 0.5189397 0.4257407 output (0, 3) (1, 2) (2, 4) (3, 4)
0.48009622 0.3399876 0.02780793 0.48224097 0.63294274 0.06337701 0.75091136 0.7604156 0.8155133 0.13871641 output (0, 2) (0, 1) (0, 3) (2, 4)
0.49999988 0.16037251 0.52939165 0.5766541 0.42626426 0.8914496 0.45326418 0.66071814 0.016291372 0.7941887 output (0, 1) (1, 3) (2, 3) (2, 4)
0.42602804 0.6849663 0.86671114 0.843385 0.03594429 0.3653258 0.5477843 0.26000366 0.80266094 0.66042674 output (0, 4) (0, 3) (0, 2) (1, 4)
0.87043154 0.4807006 0.31715295 0.48251247 0.9243839 0.08180407 0.81322813 0.27382416 0.78102934 0.8308033 output (0, 3) (0, 4) (1, 3) (2, 3)
0.110983506 0.47764236 0.55754 0.9126909 0.985738 0.46450186 0.047307387 0.62291235 0.8374423 0.7382114 output (0, 3) (1, 4) (1, 3) (2, 4)
0.83062184 0.4926233 0.23746835 0.56089187 0.28576866 0.47409263 0.40227184 0.7043405 0.5848625 0.1496655 output (0, 4) (1, 2) (1, 3) (2, 4)
0.061677583 0.9445401 0.39206377 0.4656424 0.33956185 0.57681835 0.000955607 0.29692337 0.97100097 0.36426005 output (0, 2) (1, 2) (1, 3) (1, 4)
0.3306959 0.36999118 0.54991263 0.13199134 0.20553897 0.08222772 0.98669773 0.61206484 0.48370504 0.25891134 output (0, 4) (0, 2) (1, 4) (3, 4)
0.113490894 0.74882257 0.7615638 0.31761354 0.50998414 0.8037104 0.24147773 0.09316009 0.6322938 0.55738384 output (0, 2) (1, 4) (1, 3) (2, 4)
0.8051759 0.08988677 0.02271851 0.66320556 0.0025974852 0.92079204 0.06325306 0.004651748 0.023550345 0.96435803 output (0, 3) (1, 2) (1, 3) (2, 4)
0.66496044 0.8850144 0.6320198 0.036383647 0.31967962 0.88729805 0.9709611 0.5688076 0.908115 0.993885 output (0, 4) (0, 2) (1, 3) (3, 4)
0.85079145 0.8855584 0.23647647 0.41252723 0.5505046 0.39375386 0.3395405 0.19212015 0.45517015 0.85018903 output (0, 4) (1, 3) (2, 3) (2, 4)
0.46812585 0.49549082 0.09334055 0.5752769 0.5275959 0.26518202 0.744571 0.5938999 0.055009026 0.17558783 output (0, 2) (0, 3) (0, 1) (1, 4)
0.34436277 0.6645372 0.19094115 0.69851786 0.47651628 0.98627716 0.020259395 0.34215504 0.6161265 0.46766558 output (0, 1) (0, 4) (0, 2) (1, 3)
0.23776737 0.33757058 0.40630627 0.76936233 0.16396919 0.35129294 0.91383487 0.17705981 0.96245444 0.5987544 output (0, 2) (0, 1) (1, 4) (3, 4)
0.018880073 0.397523 0.8254545 0.20993043 0.08419687 0.2773307 0.61369383 0.21697317 0.21910828 0.06131033 output (0, 2) (1, 3) (2, 4) (3, 4)
0.7120051 0.07225056 0.4585834 0.20961247 0.18805772 0.263811 0.03841109 0.28680933 0.0020996775 0.09790313 output (0, 1) (1, 2) (2, 3) (3, 4)
0.10511073 0.580895 0.4389421 0.2318199 0.23679844 0.539092 0.8206798 0.1650388 0.68481934 0.82594746 output (0, 2) (1, 2) (1, 3) (2, 4)
0.5614926 0.1892584 0.053257976 0.65687007 0.7716621 0.5152485 0.8229919 0.13918872 0.7531796 0.70114714 output (0, 3) (0, 1) (2, 4) (2, 3)
0.13849247 0.8056582 0.26528764 0.39788127 0.3840578 0.6499592 0.81335545 0.16864713 0.4186509 0.688392 output (0, 2) (1, 2) (1, 3) (2, 4)
0.5761184 0.06658245 0.4847494 0.08971199 0.7420715 0.6718143 0.65128815 0.58709806 0.3258261 0.7871649 output (0, 1) (1, 3) (2, 3) (3, 4)
0.18100879 0.94161963 0.08024705 0.7558997 0.26050392 0.11916903 0.33071956 0.22527453 0.83355963 0.17685142 output (0, 1) (1, 3) (2, 3) (3, 4)
0.64361376 0.64781946 0.3113795 0.55865055 0.6199775 0.08405778 0.68826115 0.2647178 0.81558627 0.9365301 output (0, 4) (0, 1) (0, 3) (2, 3)
0.49405408 0.119053066 0.19702515 0.5558309 0.32698 0.30976987 0.10848191 0.7027308 0.04197688 0.49927676 output (0, 2) (1, 4) (1, 3) (1, 2)
0.08627794 0.91113853 0.018379379 0.049712937 0.04994916 0.75761837 0.8956399 0.12048261 0.35380745 0.26442206 output (0, 2) (1, 4) (2, 4) (3, 4)
0.7539556 0.6029156 0.0348776 0.50552654 0.95072085 0.38011315 0.71251607 0.00066255743 0.91253453 0.6069765 output (0, 4) (0, 1) (2, 4) (2, 3)
0.68832093 0.27763394 0.23466866 0.31598 0.11998182 0.71383125 0.30004203 0.38475704 0.28927645 0.06383333 output (0, 3) (1, 3) (1, 4) (2, 3)
0.5630751 0.52729285 0.27275857 0.9936416 0.056490254 0.40797484 0.88832635 0.32502988 0.25555027 0.77819586 output (0, 3) (0, 4) (1, 4) (2, 4)
0.53240615 0.18321112 0.7267683 0.9008839 0.28138167 0.2921383 0.4079131 0.28265607 0.9161038 0.5056002 output (0, 3) (0, 4) (1, 4) (2, 3)
0.6308986 0.115701936 0.7713147 0.96681374 0.69824976 0.67968506 0.84518844 0.8997317 0.93706304 0.6980984 output (0, 2) (1, 3) (2, 4) (3, 4)
0.6693374 0.50573075 0.8044098 0.62039864 0.26665753 0.9917824 0.64523256 0.6920614 0.6415281 0.98142827 output (0, 1) (1, 3) (2, 4) (3, 4)
0.1433071 0.4483462 0.4518894 0.4132089 0.86243737 0.8203677 0.77621883 0.06690024 0.36536187 0.21042271 output (0, 1) (1, 4) (1, 2) (3, 4)
0.5663789 0.52175415 0.70772666 0.94248384 0.5304103 0.24071252 0.9847526 0.7131625 0.53816104 0.9082083 output (0, 2) (0, 4) (1, 4) (1, 3)
0.62638634 0.18492338 0.97310954 0.52893674 0.64902973 0.19017582 0.93520397 0.89023125 0.66642714 0.5442876 output (0, 2) (1, 4) (1, 3) (2, 4)
0.3765891 0.471876 0.8345854 0.96420026 0.73337036 0.8807398 0.7622504 0.062460702 0.13306375 0.8513591 output (0, 4) (0, 2) (0, 3) (1, 2)
0.83782816 0.31008112 0.786166 0.5884845 0.024166912 0.0662111 0.123780094 0.4355005 0.13947834 0.9727938 output (0, 1) (1, 3) (2, 3) (3, 4)
0.09197411 0.6889739 0.15819445 0.90750587 0.5535914 0.04321964 0.572109 0.38121468 0.86951333 0.09672238 output (0, 1) (0, 3) (2, 4) (2, 3)
0.25497943 0.33836594 0.31090665 0.6652236 0.16767229 0.05727837 0.4619123 0.08407005 0.14492097 0.10721107 output (0, 4) (0, 1) (2, 4) (2, 3)
0.7053956 0.6546586 0.39656818 0.53932565 0.7527043 0.47160354 0.26933146 0.3459775 0.44503716 0.7862266 output (0, 2) (0, 4) (1, 3) (1, 4)
0.66617304 0.30195203 0.90496135 0.15890236 0.57244813 0.5521344 0.718164 0.084808186 0.502367 0.40731856 output (0, 4) (0, 3) (1, 3) (2, 4)
0.44100097 0.015970921 0.018414792 0.8304177 0.25381 0.97139734 0.879885 0.5981912 0.9130933 0.20002477 output (0, 4) (1, 2) (2, 3) (3, 4)
0.10913283 0.12407627 0.7548015 0.84124744 0.7731828 0.6846579 0.38675454 0.3068406 0.6174409 0.8522688 output (0, 3) (1, 4) (1, 2) (2, 3)
0.22332466 0.66101956 0.7336878 0.13071275 0.43083197 0.8925311 0.16757151 0.4755347 0.21904384 0.33955434 output (0, 3) (0, 2) (1, 4) (3, 4)
0.2975282 0.7943025 0.53668314 0.3195142 0.007732466 0.26495287 0.41370943 0.33275715 0.17805602 0.510712 output (0, 4) (1, 3) (2, 4) (3, 4)
0.36556524 0.9244035 0.8345266 0.49425718 0.4383693 0.9739823 0.79945433 0.04025165 0.0715201 0.8185149 output (0, 2) (0, 4) (1, 3) (1, 2)
0.64141095 0.7940391 0.7460572 0.23419574 0.28394413 0.0027261118 0.70364803 0.7674568 0.3968425 0.23978564 output (0, 3) (1, 4) (1, 3) (2, 4)
0.1549996 0.3664385 0.6252656 0.9876894 0.7931582 0.45923692 0.28649336 0.26783928 0.62263364 0.4844075 output (0, 3) (1, 4) (2, 4) (3, 4)
0.54584664 0.60746837 0.07675592 0.5951689 0.31913945 0.21708673 0.096951135 0.081868194 0.32800302 0.7015079 output (0, 4) (1, 4) (1, 2) (2, 3)
0.8960968 0.37781414 0.8508777 0.46514988 0.7306905 0.7135188 0.83248705 0.078481 0.5204742 0.82245284 output (0, 1) (0, 3) (1, 2) (2, 4)
0.65425193 0.78685075 0.28752446 0.41375732 0.033686295 0.33338857 0.2557896 0.95828915 0.9859621 0.49108562 output (0, 3) (0, 4) (0, 1) (1, 2)
0.7899066 0.50631094 0.27395234 0.16326119 0.96152747 0.80312365 0.34998652 0.903367 0.33078286 0.6418343 output (0, 2) (0, 4) (1, 4) (3, 4)
0.7932289 0.52090794 0.7824472 0.77202266 0.5075299 0.48283023 0.513916 0.8195778 0.6079644 0.16922705 output (0, 1) (0, 2) (1, 3) (2, 4)
0.6111509 0.38878438 0.08156514 0.82280153 0.6338136 0.024789765 0.7951364 0.6752148 0.1532849 0.06936401 output (0, 3) (0, 2) (0, 1) (2, 4)
0.47129154 0.10202665 0.57818985 0.84163284 0.06219283 0.39490396 0.6814495 0.1907845 0.8792244 0.12112145 output (0, 3) (0, 2) (1, 3) (3, 4)
0.69348365 0.11316139 0.05615971 0.31319773 0.9174668 0.4534624 0.88075364 0.6502934 0.8257735 0.6319882 output (0, 2) (0, 1) (2, 3) (3, 4)
0.9217944 0.687715 0.8811081 0.5411453 0.30931425 0.642448 0.08272967 0.6084577 0.022710048 0.3118105 output (0, 1) (1, 2) (2, 3) (3, 4)
0.5524691 0.60942847 0.88084763 0.4217949 0.86128277 0.3183973 0.53243804 0.5195443 0.66160995 0.55165017 output (0, 3) (0, 4) (1, 2) (1, 4)
0.67663413 0.4397984 0.042233013 0.72674084 0.89372027 0.7356932 0.72259843 0.561237 0.2128274 0.73063827 output (0, 3) (1, 4) (2, 3) (3, 4)
0.060260635 0.6693779 0.09156319 0.15107693 0.84085286 0.9973535 0.8868443 0.96344095 0.34412843 0.76044416 output (0, 4) (0, 1) (2, 3) (2, 4)
0.3244694 0.34879482 0.6475353 0.9508553 0.26747233 0.8778747 0.51367074 0.93425053 0.11202375 0.32139626 output (0, 4) (0, 2) (1, 3) (2, 3)
0.21747541 0.9711817 0.33069068 0.4567796 0.5081984 0.2542137 0.33040586 0.5821431 0.9079434 0.018285502 output (0, 3) (1, 3) (1, 2) (2, 4)
0.5225359 0.43864658 0.14151318 0.051034596 0.77797353 0.95016956 0.56238776 0.85960424 0.8652783 0.6010866 output (0, 4) (0, 1) (2, 3) (2, 4)
0.26791814 0.18357526 0.53531253 0.9380059 0.87890285 0.40470517 0.01567139 0.2029819 0.35555845 0.4938379 output (0, 3) (0, 4) (1, 4) (2, 4)
0.516468 0.63068545 0.71295315 0.28959623 0.3380079 0.023705056 0.471259 0.8227271 0.66782403 0.7377235 output (0, 4) (0, 3) (0, 1) (1, 2)
0.12845449 0.38593817 0.12685287 0.55666673 0.22655846 0.06500804 0.94907105 0.2630189 0.8374743 0.25113598 output (0, 1) (0, 2) (2, 4) (3, 4)
0.92690206 0.99425465 0.15585239 0.6593082 0.5505222 0.6014366 0.00078048906 0.5339735 0.12331135 0.18468979 output (0, 2) (1, 3) (1, 2) (3, 4)
0.30944028 0.2670281 0.87876093 0.42191756 0.672551 0.37433544 0.95704335 0.06295633 0.5108301 0.8964931 output (0, 2) (1, 2) (1, 3) (2, 4)
0.89101845 0.9035795 0.5237868 0.29122168 0.9172507 0.3503243 0.96592337 0.5342108 0.14503266 0.3112282 output (0, 3) (1, 4) (1, 2) (2, 3)
0.07996978 0.530362 0.07532028 0.91393685 0.19826002 0.24013412 0.2830136 0.765145 0.5168969 0.6743698 output (0, 3) (0, 2) (1, 3) (3, 4)
0.986732 0.52736366 0.76407146 0.6130652 0.5456357 0.4055184 0.7633138 0.9868899 0.35795215 0.86637086 output (0, 1) (1, 2) (1, 3) (3, 4)
0.7643278 0.62618226 0.019962022 0.6916238 0.8689582 0.5091225 0.24954592 0.24212512 0.07125938 0.883741 output (0, 2) (0, 3) (1, 4) (1, 3)
0.7655163 0.9423961 0.2464207 0.780721 0.89200014 0.5407666 0.52241015 0.0053251535 0.7357118 0.06701474 output (0, 2) (0, 1) (2, 4) (3, 4)
0.4199442 0.6073382 0.11074811 0.36909252 0.6687926 0.4856216 0.9363349 0.5640904 0.41293818 0.98736435 output (0, 2) (0, 4) (0, 1) (2, 3)
0.25626963 0.90278184 0.5720876 0.7836394 0.6139791 0.7353696 0.09367733 0.25898913 0.9629282 0.7212829 output (0, 1) (0, 3) (1, 2) (2, 4)
0.15649119 0.012650131 0.02148713 0.9050589 0.35895053 0.17205408 0.37156996 0.84053427 0.8203517 0.6817067 output (0, 2) (1, 3) (2, 3) (3, 4)
0.3394632 0.869043 0.20482372 0.41477823 0.8352804 0.9265205 0.24032393 0.9483203 0.5185342 0.06996778 output (0, 3) (0, 1) (0, 2) (1, 4)
0.77026397 0.7553204 0.81651556 0.27531564 0.3486499 0.6629244 0.05664767 0.4171104 0.69350535 0.6499573 output (0, 4) (1, 4) (2, 4) (2, 3)
0.5307037 0.65507156 0.20875056 0.48405668 0.25256813 0.9153376 0.5844328 0.4438513 0.5634821 0.95555896 output (0, 3) (0, 4) (0, 1) (2, 4)
0.27366152 0.4261265 0.13260813 0.21429347 0.15831469 0.25397405 0.7477913 0.49165106 0.5314541 0.07797395 output (0, 2) (1, 2) (2, 4) (3, 4)
0.07781614 0.83371174 0.7844741 0.39344496 0.90596306 0.5673695 0.41802812 0.44464484 0.12178912 0.7010074 output (0, 4) (1, 2) (1, 3) (3, 4)
0.3794124 0.0018485767 0.35048798 0.43052104 0.019593624 0.7792039 0.5522301 0.54889995 0.8312276 0.35308537 output (0, 1) (1, 3) (1, 2) (3, 4)
0.5371391 0.070053406 0.8963486 0.8436579 0.46247485 0.82961774 0.095866315 0.77640384 0.6848917 0.08757979 output (0, 4) (0, 2) (1, 2) (2, 3)
0.48341614 0.5615126 0.398442 0.7157651 0.2292103 0.80902547 0.22840147 0.78586215 0.25233275 0.74242234 output (0, 1) (1, 4) (2, 3) (3, 4)
0.18589123 0.616849 0.46383426 0.24600658 0.9991099 0.08628217 0.09653664 0.20971009 0.3185782 0.755181 output (0, 4) (0, 3) (1, 3) (1, 2)
0.32072735 0.444956 0.21684477 0.55722195 0.4401735 0.6085262 0.38602123 0.36592352 0.18335156 0.53497475 output (0, 3) (0, 1) (0, 2) (1, 4)
0.26334697 0.8619244 0.01629733 0.21233144 0.4447485 0.75016123 0.052915517 0.006746827 0.35509485 0.8950887 output (0, 4) (1, 3) (1, 2) (2, 4)
0.9143684 0.69298786 0.6780938 0.8762526 0.97782445 0.789809 0.99346656 0.33990076 0.2494586 0.3272606 output (0, 2) (0, 1) (0, 3) (1, 4)
0.6991162 0.57244134 0.6252014 0.5183998 0.73010564 0.54819584 0.16187619 0.8520453 0.31035373 0.123053774 output (0, 2) (0, 1) (1, 4) (1, 3)
0.55586135 0.7327218 0.5684578 0.083131135 0.18012682 0.18023765 0.09527676 0.45515305 0.26476383 0.29202974 output (0, 4) (1, 4) (2, 4) (3, 4)
0.6575879 0.73641354 0.5350803 0.7913279 0.99241096 0.43190065 0.7082978 0.9937063 0.7115847 0.09040998 output (0, 1) (0, 3) (0, 2) (2, 4)
0.98500276 0.62761337 0.52568525 0.3844005 0.46308607 0.46527892 0.51807183 0.52242625 0.7570633 0.3049169 output (0, 4) (1, 2) (1, 4) (2, 3)
0.6600765 0.457787 0.08888825 0.75528497 0.46797302 0.6637488 0.18114468 0.4292262 0.2790695 0.40880716 output (0, 2) (1, 3) (2, 4) (3, 4)
0.78724223 0.74599135 0.23436941 0.36054656 0.23265594 0.73651165 0.38604477 0.68494105 0.6577985 0.42806756 output (0, 4) (1, 3) (2, 3) (3, 4)
